time,break,turn,noize
1686719035619,0.9991073608398438,0.0005708506214432418,0.00032177293905988336
1686719036124,0.9989491105079651,0.00015583753702230752,0.0008950574556365609
1686719036627,0.03596958518028259,0.0024905779864639044,0.9615398049354553
1686719037644,0.9355059862136841,0.05988170579075813,0.004612364340573549
1686719038150,0.9991219639778137,0.00025307710166089237,0.0006249277503229678
1686719038653,0.9999995231628418,3.2063265376081063e-9,4.3436264718366147e-7
1686719039161,0.9999990463256836,2.2374193164864664e-8,9.390066111336637e-7
1686719039667,0.9947234392166138,0.0015221909852698445,0.0037543480284512043
1686719040173,0.999937891960144,0.000036140107113169506,0.00002595837395347189
1686719041180,0.12514306604862213,0.0027582086622714996,0.8720987439155579
1686719041689,0.9502172470092773,0.00006470584776252508,0.04971809312701225
1686719042198,0.9964998364448547,4.1348158674736624e-7,0.0034998494666069746
1686719042705,0.0021641748026013374,0.0002637236029841006,0.997572124004364
1686719043714,0.02145838737487793,0.005229481961578131,0.9733120799064636
1686719044219,0.019778190180659294,0.011895367875695229,0.9683264493942261
1686719044724,0.008029970340430737,0.0005068453028798103,0.9914631247520447
1686719045236,0.0034826183691620827,0.0031962383072823286,0.9933211803436279
1686719045738,0.0012811959022656083,0.0007808402879163623,0.9979380369186401
1686719046246,0.9887079000473022,0.008997065015137196,0.002295086858794093
1686719046751,0.9897357225418091,0.00008967433677753434,0.010174620896577835
1686719047258,0.995954155921936,0.003616154193878174,0.0004297028935980052
1686719047762,0.00026424636598676443,0.00021726013801526278,0.9995185136795044
1686719048774,0.9999594688415527,0.000015493706086999737,0.00002500465780030936
1686719049282,0.9936389327049255,0.0013208711752668023,0.005040172953158617
1686719049781,0.999985933303833,4.4640316332333896e-7,0.000013622886399389245
1686719050287,0.9999741315841675,0.00000246281683757843,0.000023357495592790656
1686719050794,0.9958599209785461,0.003835823154076934,0.00030429463367909193
1686719051300,0.9990167617797852,0.0008019335800781846,0.00018131012620870024
1686719051806,0.15108907222747803,0.062438108026981354,0.7864728569984436
1686719052829,0.9062338471412659,0.0001975742052309215,0.0935686007142067
1686719053835,0.00015549133240710944,0.0007829202804714441,0.999061644077301
1686719054342,0.017256582155823708,0.9048800468444824,0.07786332070827484
1686719054845,0.005110593046993017,0.0050019132904708385,0.989887535572052
1686719055354,0.9944089651107788,0.004574169870465994,0.0010168704902753234
1686719055858,1,4.405057481976504e-12,4.775740336526724e-8
1686719056365,0.9983108043670654,0.0016396892024204135,0.00004946514673065394
1686719056862,0.9895681738853455,0.008247770369052887,0.00218399940058589
1686719057377,0.9506763815879822,0.001941369497217238,0.04738227650523186
1686719057883,0.845460057258606,0.0000028705405838991283,0.15453718602657318
1686719058387,0.9339854717254639,0.000748109188862145,0.065266452729702
1686719059402,0.9992097020149231,2.4468971228548686e-13,0.0007903071236796677
1686719059905,0.9969351291656494,0.00002991433211718686,0.0030349658336490393
1686719060915,0.0035930981393903494,0.8271578550338745,0.16924910247325897
1686719061418,0.00014807016123086214,0.0004133718612138182,0.9994385838508606
